source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates
Chapter 5 (Demons),Shedim,shedim,,Demon,published,A powerful wizard with demonic influence. It conjures many spells that can be used to either heal or resurrect demons.,Main Universe,Demons,,,
Chapter 5 (Demons),Shezmu,shezmu,,Demon,published,Elephant demon with knowledge of all things. Loyal servant that speaks to Santaniel in his chambers in Hell.,Main Universe,Demons,,,
Chapter 5 (Demons),Sidragasum,sidragasum,,Demon,published,A demon that eat babies. It uses their hearts as a way to remain on Earth as it cannot otherwise.,Main Universe,Demons,,,
Chapter 5 (Demons),Sitri,sitri,,Demon,published,A singing demon that uses its voice to lead women into dark places and murders them.,Main Universe,Demons,,,
Chapter 5 (Demons),Stheno,stheno,,Demon,published,A psychotic demon that lost control of its mind during the war where it fell to Hell. Here it eats the brains of humans being tortured in Hell.,Main Universe,Demons,,,
Chapter 5 (Demons),Stolas,stolas,,Demon,published,A demonic sorcerer that is called upon to cast numerous powerful spells that opens portals to different demonic places.,Main Universe,Demons,,,
Chapter 5 (Demons),Stuhać,stuhać,,Demon,published,A mysterious demon that sits at the edge of Andvom speaking of the past in riddles.,Main Universe,Demons,,,
Chapter 5 (Demons),Succubus,succubus,,Demon,published,"A demon with seductive powers. Although mostly women, some are men with female attributes including a female voice. They are usually very beautiful and has a touch that can cause the opposite sex to fall instantly for them.",Main Universe,Demons,,,
Chapter 5 (Demons),Surgat,surgat,,Demon,published,Lower level demon,Main Universe,Demons,,,
Chapter 5 (Demons),Tannin,tannin,,Demon,published,Sports related demon,Main Universe,Demons,,,
Chapter 5 (Demons),Tartaruchi,tartaruchi,,Demon,published,Demonic imp,Main Universe,Demons,,,
Chapter 5 (Demons),Teeraal,teeraal,,Demon,published,A river demon that dances can cause heavy rain to fall,Main Universe,Demons,,,
Chapter 5 (Demons),Temeluchus,temeluchus-demon,,Demon,published,"Shapeshifting demon, once thought to have created shapeshifters.",Main Universe,Demons,,,
Chapter 5 (Demons),Tengu,tengu,,Demon,published,Demon with large tongue that can squeeze its opponents,Main Universe,Demons,,,
Chapter 5 (Demons),Titivillus,titivillus,,Demon,published,Lower level demon,Main Universe,Demons,,,
Chapter 5 (Demons),Tuyul,tuyul,,Demon,published,Lower level arabic demon,Main Universe,Demons,,,
Chapter 5 (Demons),Ukobach,ukobach,,Demon,published,Japanese demon with markings representing the dead,Main Universe,Demons,,,
Chapter 5 (Demons),Utukku,utukku,,Demon,published,Spider demon with venomous claws.,Main Universe,Demons,,,
Chapter 5 (Demons),Valefar,valefar,,Demon,published,Lower level french demon,Main Universe,Demons,,,
Chapter 5 (Demons),Vapula,vapula,,Demon,published,Lower level demon priestess,Main Universe,Demons,,,
Chapter 5 (Demons),Vassago,vassago,,Demon,published,Demon with three mouths,Main Universe,Demons,,,
Chapter 5 (Demons),Vepar,vepar,,Demon,published,A smoke demon that breathes toxic gas,Main Universe,Demons,,,
Chapter 5 (Demons),Verrine,verrine,,Demon,published,Demon that seduces women with its two penises,Main Universe,Demons,,,
Chapter 5 (Demons),Vine,vine,,Demon,published,A demon that records instances and plays them back for Santaniel.,Main Universe,Demons,,,
Chapter 5 (Demons),Volac,volac,,Demon,published,A demon of music that uses music to enslave others,Main Universe,Demons,,,
Chapter 5 (Demons),Vual,vual,,Demon,published,A horned demon with a thousand horns around its body,Main Universe,Demons,,,
Chapter 5 (Demons),Vucub Caquix,vucub-caquix,,Demon,published,A cupid like demon that goes against love and uses its arrows to turn people against one another.,Main Universe,Demons,,,
Chapter 5 (Demons),Yeqon,yeqon,,Demon,published,A grass demon that uses nature to bury the living,Main Universe,Demons,,,
Chapter 5 (Demons),Yeter'el,yeterel,,Demon,published,A demon that can breathe fire,Main Universe,Demons,,,
Chapter 5 (Demons),Yokai,yokai,,Demon,published,A dog demon that steals children’s souls and turn them into walking puppets.,Main Universe,Demons,,,
Chapter 5 (Demons),Yuki-Onna,yuki-onna,,Demon,published,A spirit demon that uses its ears to hear the stories of the dead,Main Universe,Demons,,,
Chapter 5 (Demons),Zaebos,zaebos,,Demon,published,One of the demons that helped build Hell and shaped it around Belckus.,Main Universe,Demons,,,
Chapter 5 (Demons),Zagan,zagan,,Demon,published,A warrior demon,Main Universe,Demons,,,
Chapter 5 (Demons),Zalambur,zalambur,,Demon,published,A warrior demon,Main Universe,Demons,,,
Chapter 5 (Demons),Zepar,zepar,,Demon,published,A warrior demon,Main Universe,Demons,,,
Chapter 5 (Demons),Zin,zin,,Demon,published,One of the fallen angels with green skin and no hair. It has pearls on its lower body that can explode causing acid to flow from its skin,Main Universe,Demons,,,
Chapter 5 (Demons),Zmeu,zmeu,,Demon,published,One of the fallen angels with black hair and blue skin,Main Universe,Demons,,,
Chapter 5 (Demons),Ziz,ziz,,Demon,published,A demon that sits by the river of Hell of the same name.,Main Universe,Demons,,,
Chapter 5 (Demons),Vonus,vonus,,Demon,published,"A higher ranking demon who can see the future however, only destructive ones. He fell in love with Koniel, causing the two to be cast out of their respective realms. Koniel found himself in the home of the gods, Liumus. While he became a resident to the Shadow Realm.",Main Universe,Demons,,,
Chapter 5 (Demons),The Ringer,the-ringer,,Demon,published,"Born in Hell, the Ringer is a mutilated man whose parents often left him alone at home much to the abuse by his siblings which his parents didn’t believe. One day he killed them in their sleep and was sent to Hell because his killings didn’t stop. He was brought back to life to continue his killing spree by an unknown demon. He has rings embedded in his skin mostly on his face. He uses those rings to slash his victims.",Main Universe,Demons,,,
Chapter 5 (Demons),Halloween Killer,halloween-killer,,Demon,published,"Bullied as a human, this spirit returns every Halloween to steal the soul of teenagers. With their souls it grows stronger, allowing it to remain in the mortal world for longer than one night. It has attracted much attention over the centuries even many referring to it as the Halloween Killer.",Main Universe,Demons,,,
Chapter 5 (Demons),Ronald Hines “The Ugly Reaper”,ronald-hines-the-ugly-reaper,,Demon,published,"Dressed in a pure white suit, Ronald Hines grew up rich and cared for. It was his growing attention to murdering women he deemed “ugly” and taking their eyes. Believing he could transform them into beautiful individuals.",Main Universe,Demons,,,
Chapter 5 (Demons),Tommy “the 13th Killer” Rush,tommy-the-13th-killer-rush,,Demon,published,"Living near a swamp, this serial killer appears to be mostly man with skin lathered by the harsh nature of his swamp home. Killed in a boating accident, Tommy Rush’s body was never recovered, and his mother later died attempting to solve his murder. Every Friday the 13th, Tommy “the 13th Killer” Rush began killing anyone out of sport with no obvious reason other than for enjoyment.",Main Universe,Demons,,,
Chapter 5 (Demons),Night Nurse,night-nurse,,Demon,published,A beautiful woman that serves as a nurse in a worn for wear hospital. Here she is a night nurse that takes the lives of children that many to be forgotten. Believing they will remain with her in their deaths keeping her company and reminding her of her once dead children that died in numerous ways.,Main Universe,Demons,,,
Chapter 5 (Demons),Nightmare Man,nightmare-man,,Demon,published,"Appearing in the nightmares of those with secrets. Son of Tonik, this creature was once a therapist that mastered in dream therapy to rid someone of their nightmares. One day, he died in his sleep and was reborn as the son of Tonik with the ability to continue his practice, however now instead of helping to rid someone of nightmares, he acts as the emissary of nightmares. Trapping people within them until they die. He is solely responsible for the rising population of Nigirakarte.",Main Universe,Demons,,,
Chapter 5 (Demons),Kenneth “Oracle Reaper” Stone,kenneth-oracle-reaper-stone,,Demon,published,A powerful psychic that has killed numerous children by abducting them and erasing the minds of their parents and/or guardians of their existence. He appeared in the late 1960s and has mostly gone unnoticed because of his abilities. He often keeps the children in a house that sits on top of a psychic vortex.,Main Universe,Demons,,,
Chapter 5 (Demons),Chace “Dollface” Canes,chace-dollface-canes,,Demon,published,"A hateful spirit that can inhabit the forms of inanimate toys to lure children to their deaths. Once inhabiting said toys, he can walk, talk, and act on his own. His often form is a stuff bear and or toy resembling a boy or a girl.",Main Universe,Demons,,,
Chapter 5 (Demons),Dr. Richard Himmith,dr-richard-himmith,,Demon,published,Exiled from his practice for taking the lives of his patients when he believed to be lost causes. Dr. Richard Himmith and his assistant Registered Nurse Paula Downing continued their practice of taking lives of those they deemed lost causes throughout the country. They have still never been found with numerous failed reports. Their crimes happened mostly in the 1980s and 1990s.,Main Universe,Demons,,,
Chapter 5 (Demons),Paula Downing,paula-downing,,Demon,published,Registered Nurse Paula Downing is a beautiful country belle type of a woman that along with Dr. Richard Himmith committed over a hundred murders across the USA before disappearing in the early 2000s. They were never found and was believed to have died or been killed.,Main Universe,Demons,,,
Chapter 5 (Demons),Jack the Ripper,jack-the-ripper,,Demon,published,"A serial killer in the late 1800s, believed to have been a man, some believed them to be a woman, others believed it to be a demon. Most commonly Jack the Ripper was a serial killer that appeared in the shadows, attracting lonely women, and killing them leaving their bodies dismembered. Jack the Ripper disappeared shortly after the early 1900s.",Main Universe,Demons,,,
Chapter 5 (Demons),Angel “Family Killing Spirit” Rodriguez,angel-family-killing-spirit-rodriguez,,Demon,published,"Usually seen wearing a cut out mask, Angel Rodriguez killed his family in their sleep before taking his own life. The reason for this was never known. He often returns from the grave near his old home to take the lives of other families, with many calling him the Family Killing Spirit.",Main Universe,Demons,,,
Chapter 5 (Demons),Tokichi Uki,tokichi-uki,,Demon,published,"Tokichi Uki often uses poisonous gas to poison this victim. Born in Osaka, Japan, Tokichi would poison his victims and place their bodies on his wall rearranging their faces in cartoonish depictions.",Main Universe,Demons,,,
Chapter 5 (Demons),Jerome Hattiwell,jerome-hattiwell,,Demon,published,"Jerome Hattiwell was a brilliant AI developer that built an algorithm that could trap anyone wearing a VR device into a fictional world of his control. Throughout his crime spree, he trapped over 100,000 in his virtual world in a worldwide panic that led to his suicide, trapping himself inside of his world of his own rule. This moment in time became known as the Digital Murder and was the largest of its kind in history. The victims would later die in the real world and Jerome’s software and numerous VR devices were banned. This crime took place in the year 2100 to 2115.",Main Universe,Demons,,,
Chapter 5 (Demons),Unit 666,unit-666,,Demon,published,"A crime organization that houses over 3,000 serial killers with numerous alias’. While they have never been found, they operate in plain site as large corporations with normal appearing conventions all around the world. Their growing organization provides money, missions, and even games to serial killers to carry out events. By the year 2050, this organization is responsible for about 97% of killings in the world.",Main Universe,Demons,,,
