source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,options
Chapter Monsters 13.5 Extended,English Shepherd,english-shepherd,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,English Springer Spaniel,english-springer-spaniel,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Entlebucher Mountain Dog,entlebucher-mountain-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Epagneul Pont Audemer,epagneul-pont-audemer,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Eskimo Dog,eskimo-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Estrela Mountain Dog,estrela-mountain-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,F,f,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Falcon,falcon,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Fennec Fox,fennec-fox,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Ferret,ferret,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Field Spaniel,field-spaniel,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Fin Whale,fin-whale,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Finnish Spitz,finnish-spitz,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Fire-Bellied Toad,fire-bellied-toad,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Fish,fish,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Fishing Cat,fishing-cat,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Flamingo,flamingo,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Flat Coat Retriever,flat-coat-retriever,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Flounder,flounder,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Fly,fly,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Flying Squirrel,flying-squirrel,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Forest Elephant,forest-elephant,,Monster,published,African Forest Elephant,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Fossa,fossa,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Fox,fox,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Fox Terrier,fox-terrier,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,French Bulldog,french-bulldog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Frigatebird,frigatebird,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Frilled Lizard,frilled-lizard,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Frog,frog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Fur Seal,fur-seal,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,G,g,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Galapagos Penguin,galapagos-penguin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Galapagos Tortoise,galapagos-tortoise,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Gar,gar,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Gecko,gecko,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Gentoo Penguin,gentoo-penguin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Geoffroys Tamarin,geoffroys-tamarin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Guboriloo,guboriloo,,Monster,published,"Gerbil, its small body can conduct about a power plant worth of electricity each time it rubs its tail against a static like surface.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,German Pinscher,german-pinscher,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,German Shepherd,german-shepherd,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Gharial,gharial,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Giant African Land Snail,giant-african-land-snail,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Jigantaclam,jigantaclam,,Monster,published,"Giant Clam, its large clam like body produces light that light sailors across the dark sea. Its small orb like body glows bright when it is ready to attack.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Giant Panda Bear,giant-panda-bear,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Giant Schnauzer,giant-schnauzer,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Gibbon,gibbon,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Gila Monster,gila-monster,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Nightmarig,nightmarig,,Monster,published,"Giraffe, using its piercing deep eyes, it can use the lines around its body to hypnotize others and even control their dreams with its tail using the face like object that smiles when it is in someone’s dreams and frowns when it is in someone’s nightmares.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Glassizard,glassizard,,Monster,published,"Glass Lizard, a lizard made up of glass that can reflect any type of attack. Its large flat tail is used to repel poison and its large glowing eyes can block mental attacks.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Glerm,glerm,,Monster,published,"Glow Worm, intelligent glowing worms that holds the knowledge of almost any region, however they live under the ground and dig cities beneath cities. Using their intelligence they have been known to be assistance to many leaders throughout the world.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Summarohn,summarohn,,Monster,published,"Goat, its golden pulled back horns were once used to make gold across Aurelia. Its large hooves can stomp through a hard force with ease.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Golden Lion Tamarin,golden-lion-tamarin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Golden Oriole,golden-oriole,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Localus,localus,,Monster,published,"Golden Retriever, one of the most common creatures throughout Aurelia. Usually found rounding up numerous wild creatures in the plains of Aurelia. Loyal to their deaths, they can locate anything anywhere and at anytime with little to no scent. Using the charms around its neck it is protected against all known spells.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Luckiloose,luckiloose,,Monster,published,"Goose, considered luckily because of its shedding fur coats that light up like a rainbow when it gets wet. This creature are found in hoards and can usually seen singing sweet lullabies to smaller creatures near it.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Littel,littel,,Monster,published,"Gopher, these small creatures aren’t very powerful and only know one attack “Earth Smear” but they are found in groups of thousands ranging from different sizes, shapes, and colors. They sometimes can even speak normal language if taught.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Jungalape,jungalape,,Monster,published,"Primeape, smaller versions of Kingolus that move and act to its every command. They worship their king to the point of doing anything it wants. They grown in size when angered and is shielded by armor made from the earth. Their brisk bodies can also shrink in size to multiply themselves when under attack.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Kingolus,kingolus,,Monster,published,"Gorilla, massive in size, it wears a crown made up of crystal and hard mud. Its body is rough and hard as a diamond shell. Once a ruler of the primal jungles of Aurelia, Kingolus lost most of its power when new cities threatened its kingdom.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Grasshopper,grasshopper,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Great Dane,great-dane,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Great White Shark,great-white-shark,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Greater Swiss Mountain Dog,greater-swiss-mountain-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Green Bee-Eater,green-bee-eater,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Greenland Dog,greenland-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Grey Mouse Lemur,grey-mouse-lemur,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Grey Reef Shark,grey-reef-shark,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Grey Seal,grey-seal,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Greyhound,greyhound,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Grizzly Bear,grizzly-bear,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Grouse,grouse,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Guinea Fowl,guinea-fowl,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Guinea Pig,guinea-pig,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Guppy,guppy,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,H,h,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Hammerhead Shark,hammerhead-shark,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Hamster,hamster,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Hanhound,hanhound,,Monster,published,Afghan Hound,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Hare,hare,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Harrier,harrier,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Havanese,havanese,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Hedgehog,hedgehog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Hercules Beetle,hercules-beetle,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Hermit Crab,hermit-crab,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Heron,heron,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Highland Cattle,highland-cattle,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Himalayan,himalayan,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Hippopotamus,hippopotamus,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Honey Bee,honey-bee,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Horn Shark,horn-shark,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Horned Frog,horned-frog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Horse,horse,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Horseshoe Crab,horseshoe-crab,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Howler Monkey,howler-monkey,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Human,human,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Humboldt Penguin,humboldt-penguin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Hummingbird,hummingbird,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Humpback Whale,humpback-whale,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Hyena,hyena,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,I,i,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Ibis,ibis,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Ibizan Hound,ibizan-hound,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Iguana,iguana,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Impala,impala,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Indian Elephant,indian-elephant,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Indian Palm Squirrel,indian-palm-squirrel,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Indian Rhinoceros,indian-rhinoceros,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Indian Star Tortoise,indian-star-tortoise,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Indochinese Tiger,indochinese-tiger,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Indri,indri,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Insect,insect,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Irish Setter,irish-setter,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Irish WolfHound,irish-wolfhound,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,J,j,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Jack Russel,jack-russel,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Jackal,jackal,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Jaguar,jaguar,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Japanese Chin,japanese-chin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Japanese Macaque,japanese-macaque,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Javan Rhinoceros,javan-rhinoceros,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Javanese,javanese,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Jellyfish,jellyfish,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,K,k,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Kakapo,kakapo,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Kangaroo,kangaroo,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Keel Billed Toucan,keel-billed-toucan,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Killer Whale,killer-whale,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,King Crab,king-crab,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,King Penguin,king-penguin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Kingfisher,kingfisher,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Kiwi,kiwi,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Koala,koala,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Komodo Dragon,komodo-dragon,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Kudu,kudu,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,L,l,,Monster,published,,Main Universe,Monsters,,,,
